sentence1,sentence2,label
"An advanced understanding of fast userspace mutex, kernel, efficient, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of fast userspace mutex, kernel, efficient, inc",0.6
"A comprehensive explanation of readers, writers, exclusive, including their application and importance in OS.","A comprehensive explanation of readers, writers, exclusive, including their application and importance in OS.",1.0
"A comprehensive explanation of readers, writers, exclusive, including their application and importance in OS.","readers, writers, exclusive, shared, lock",0.8
"A comprehensive explanation of readers, writers, exclusive, including their application and importance in OS.","A comprehensive explanation of readers, writers, exclu",0.6
"An advanced understanding of queue-based, lock, fairness, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of queue-based, lock, fairness, including implementation details, trade-offs, and real-world use cases in OS.",1.0
"An advanced understanding of queue-based, lock, fairness, including implementation details, trade-offs, and real-world use cases in OS.","queue-based, lock, fairness, scalability, synchronization",0.8
"An advanced understanding of queue-based, lock, fairness, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of queue-based, lock, fairness, including",0.6
"A basic understanding of memory order, synchronization, consistency as it relates to OS.","A basic understanding of memory order, synchronization, consistency as it relates to OS.",1.0
"A basic understanding of memory order, synchronization, consistency as it relates to OS.","memory order, synchronization, consistency, CPU, cache",0.8
"A basic understanding of memory order, synchronization, consistency as it relates to OS.","A basic understanding of memory order, synch",0.6
"A basic understanding of memory model, order, atomicity as it relates to OS.","A basic understanding of memory model, order, atomicity as it relates to OS.",1.0
"A basic understanding of memory model, order, atomicity as it relates to OS.","memory model, order, atomicity, consistency, strict",0.8
"A basic understanding of memory model, order, atomicity as it relates to OS.","A basic understanding of memory model,",0.6
"A comprehensive explanation of consistency model, reads, writes, including their application and importance in OS.","A comprehensive explanation of consistency model, reads, writes, including their application and importance in OS.",1.0
"A comprehensive explanation of consistency model, reads, writes, including their application and importance in OS.","consistency model, reads, writes, memory, order",0.8
"A comprehensive explanation of consistency model, reads, writes, including their application and importance in OS.","A comprehensive explanation of consistency model, reads,",0.6
"A basic understanding of consistency model, acquire, release as it relates to OS.","A basic understanding of consistency model, acquire, release as it relates to OS.",1.0
"A basic understanding of consistency model, acquire, release as it relates to OS.","consistency model, acquire, release, synchronization, memory",0.8
"A basic understanding of consistency model, acquire, release as it relates to OS.",A basic understanding of consistency mod,0.6
"An advanced understanding of consistency model, relaxed, synchronization, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of consistency model, relaxed, synchronization, including implementation details, trade-offs, and real-world use cases in OS.",1.0
"An advanced understanding of consistency model, relaxed, synchronization, including implementation details, trade-offs, and real-world use cases in OS.","consistency model, relaxed, synchronization, memory, efficiency",0.8
"An advanced understanding of consistency model, relaxed, synchronization, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of consistency model, relaxed, synchronization, i",0.6
"An advanced understanding of consistency model, distributed, eventually, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of consistency model, distributed, eventually, including implementation details, trade-offs, and real-world use cases in OS.",1.0
"An advanced understanding of consistency model, distributed, eventually, including implementation details, trade-offs, and real-world use cases in OS.","consistency model, distributed, eventually, convergence, eventual",0.8
"An advanced understanding of consistency model, distributed, eventually, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of consistency model, distributed, eventually, in",0.6
"A basic understanding of consistency model, immediate, all replicas as it relates to OS.","A basic understanding of consistency model, immediate, all replicas as it relates to OS.",1.0
"A basic understanding of consistency model, immediate, all replicas as it relates to OS.","consistency model, immediate, all replicas, synchronized, strong",0.8
"A basic understanding of consistency model, immediate, all replicas as it relates to OS.","A basic understanding of consistency model,",0.6
"A comprehensive explanation of relaxed ordering, efficiency, CPU, including their application and importance in OS.","A comprehensive explanation of relaxed ordering, efficiency, CPU, including their application and importance in OS.",1.0
"A comprehensive explanation of relaxed ordering, efficiency, CPU, including their application and importance in OS.","relaxed ordering, efficiency, CPU, compiler, reordering",0.8
"A comprehensive explanation of relaxed ordering, efficiency, CPU, including their application and importance in OS.","A comprehensive explanation of relaxed ordering, efficien",0.6
"An advanced understanding of MESI, MOESI, cache, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of MESI, MOESI, cache, including implementation details, trade-offs, and real-world use cases in OS.",1.0
"An advanced understanding of MESI, MOESI, cache, including implementation details, trade-offs, and real-world use cases in OS.","MESI, MOESI, cache, coherence, protocol",0.8
"An advanced understanding of MESI, MOESI, cache, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of MESI, MOESI, cache, including impl",0.6
"A comprehensive explanation of directory, coherence, protocol, including their application and importance in OS.","A comprehensive explanation of directory, coherence, protocol, including their application and importance in OS.",1.0
"A comprehensive explanation of directory, coherence, protocol, including their application and importance in OS.","directory, coherence, protocol, cache, invalidation",0.8
"A comprehensive explanation of directory, coherence, protocol, including their application and importance in OS.","A comprehensive explanation of directory, coherence, pro",0.6
"An advanced understanding of bus, broadcast, coherence, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of bus, broadcast, coherence, including implementation details, trade-offs, and real-world use cases in OS.",1.0
"An advanced understanding of bus, broadcast, coherence, including implementation details, trade-offs, and real-world use cases in OS.","bus, broadcast, coherence, protocol, cache",0.8
"An advanced understanding of bus, broadcast, coherence, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of bus, broadcast, coherence, including",0.6
"A comprehensive explanation of bus, snoop, coherence, including their application and importance in OS.","A comprehensive explanation of bus, snoop, coherence, including their application and importance in OS.",1.0
"A comprehensive explanation of bus, snoop, coherence, including their application and importance in OS.","bus, snoop, coherence, protocol, cache",0.8
"A comprehensive explanation of bus, snoop, coherence, including their application and importance in OS.","A comprehensive explanation of bus, snoop, coherenc",0.6
"An advanced understanding of container, isolation, Docker, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of container, isolation, Docker, including implementation details, trade-offs, and real-world use cases in OS.",1.0
"An advanced understanding of container, isolation, Docker, including implementation details, trade-offs, and real-world use cases in OS.","container, isolation, Docker, lightweight, deployment",0.8
"An advanced understanding of container, isolation, Docker, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of container, isolation, Docker, including",0.6
"A basic understanding of virtualization, hypervisor, OS as it relates to OS.","A basic understanding of virtualization, hypervisor, OS as it relates to OS.",1.0
"A basic understanding of virtualization, hypervisor, OS as it relates to OS.","virtualization, hypervisor, OS, hardware, emulation",0.8
"A basic understanding of virtualization, hypervisor, OS as it relates to OS.",A basic understanding of virtualizatio,0.6
"A comprehensive explanation of isolation, resources, process, including their application and importance in OS.","A comprehensive explanation of isolation, resources, process, including their application and importance in OS.",1.0
"A comprehensive explanation of isolation, resources, process, including their application and importance in OS.","isolation, resources, process, Linux, container",0.8
"A comprehensive explanation of isolation, resources, process, including their application and importance in OS.","A comprehensive explanation of isolation, resources, pr",0.6
"An advanced understanding of resource control, memory, CPU, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of resource control, memory, CPU, including implementation details, trade-offs, and real-world use cases in OS.",1.0
"An advanced understanding of resource control, memory, CPU, including implementation details, trade-offs, and real-world use cases in OS.","resource control, memory, CPU, limits, control group",0.8
"An advanced understanding of resource control, memory, CPU, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of resource control, memory, CPU, includin",0.6
"An advanced understanding of init system, service, management, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of init system, service, management, including implementation details, trade-offs, and real-world use cases in OS.",1.0
"An advanced understanding of init system, service, management, including implementation details, trade-offs, and real-world use cases in OS.","init system, service, management, Linux, daemon",0.8
"An advanced understanding of init system, service, management, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of init system, service, management, includi",0.6
"An advanced understanding of kernel module, loadable, dynamic, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of kernel module, loadable, dynamic, including implementation details, trade-offs, and real-world use cases in OS.",1.0
"An advanced understanding of kernel module, loadable, dynamic, including implementation details, trade-offs, and real-world use cases in OS.","kernel module, loadable, dynamic, extension, kernel",0.8
"An advanced understanding of kernel module, loadable, dynamic, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of kernel module, loadable, dynamic, includi",0.6
"A comprehensive explanation of TCP/IP, layers, protocol, including their application and importance in OS.","A comprehensive explanation of TCP/IP, layers, protocol, including their application and importance in OS.",1.0
"A comprehensive explanation of TCP/IP, layers, protocol, including their application and importance in OS.","TCP/IP, layers, protocol, network, stack",0.8
"A comprehensive explanation of TCP/IP, layers, protocol, including their application and importance in OS.","A comprehensive explanation of TCP/IP, layers, protoc",0.6
"A comprehensive explanation of firewall, rules, packets, including their application and importance in OS.","A comprehensive explanation of firewall, rules, packets, including their application and importance in OS.",1.0
"A comprehensive explanation of firewall, rules, packets, including their application and importance in OS.","firewall, rules, packets, network, security",0.8
"A comprehensive explanation of firewall, rules, packets, including their application and importance in OS.","A comprehensive explanation of firewall, rules, packe",0.6
"A comprehensive explanation of network address translation, IP, translation, including their application and importance in OS.","A comprehensive explanation of network address translation, IP, translation, including their application and importance in OS.",1.0
"A comprehensive explanation of network address translation, IP, translation, including their application and importance in OS.","network address translation, IP, translation, gateway, firewall",0.8
"A comprehensive explanation of network address translation, IP, translation, including their application and importance in OS.","A comprehensive explanation of network address translation, IP,",0.6
"An advanced understanding of quality of service, priority, bandwidth, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of quality of service, priority, bandwidth, including implementation details, trade-offs, and real-world use cases in OS.",1.0
"An advanced understanding of quality of service, priority, bandwidth, including implementation details, trade-offs, and real-world use cases in OS.","quality of service, priority, bandwidth, traffic, management",0.8
"An advanced understanding of quality of service, priority, bandwidth, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of quality of service, priority, bandwidth, inc",0.6
"A basic understanding of kernel scheduling, algorithm, optimization as it relates to OS.","A basic understanding of kernel scheduling, algorithm, optimization as it relates to OS.",1.0
"A basic understanding of kernel scheduling, algorithm, optimization as it relates to OS.","kernel scheduling, algorithm, optimization, efficiency, implementation",0.8
"A basic understanding of kernel scheduling, algorithm, optimization as it relates to OS.","A basic understanding of kernel scheduling,",0.6
"A basic understanding of load balancing, algorithm, optimization as it relates to OS.","A basic understanding of load balancing, algorithm, optimization as it relates to OS.",1.0
"A basic understanding of load balancing, algorithm, optimization as it relates to OS.","load balancing, algorithm, optimization, efficiency, implementation",0.8
"A basic understanding of load balancing, algorithm, optimization as it relates to OS.","A basic understanding of load balancing, a",0.6
"A basic understanding of task migration, algorithm, optimization as it relates to OS.","A basic understanding of task migration, algorithm, optimization as it relates to OS.",1.0
"A basic understanding of task migration, algorithm, optimization as it relates to OS.","task migration, algorithm, optimization, efficiency, implementation",0.8
"A basic understanding of task migration, algorithm, optimization as it relates to OS.","A basic understanding of task migration, a",0.6
"An advanced understanding of cpu affinity, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of cpu affinity, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.",1.0
"An advanced understanding of cpu affinity, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","cpu affinity, algorithm, optimization, efficiency, implementation",0.8
"An advanced understanding of cpu affinity, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of cpu affinity, algorithm, optimization, incl",0.6
"An advanced understanding of power management, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of power management, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.",1.0
"An advanced understanding of power management, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","power management, algorithm, optimization, efficiency, implementation",0.8
"An advanced understanding of power management, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of power management, algorithm, optimization, in",0.6
"An advanced understanding of thermal management, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of thermal management, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.",1.0
"An advanced understanding of thermal management, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","thermal management, algorithm, optimization, efficiency, implementation",0.8
"An advanced understanding of thermal management, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of thermal management, algorithm, optimization, i",0.6
"An advanced understanding of security hardening, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of security hardening, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.",1.0
"An advanced understanding of security hardening, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","security hardening, algorithm, optimization, efficiency, implementation",0.8
"An advanced understanding of security hardening, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of security hardening, algorithm, optimization, i",0.6
"A comprehensive explanation of selinux, algorithm, optimization, including their application and importance in OS.","A comprehensive explanation of selinux, algorithm, optimization, including their application and importance in OS.",1.0
"A comprehensive explanation of selinux, algorithm, optimization, including their application and importance in OS.","selinux, algorithm, optimization, efficiency, implementation",0.8
"A comprehensive explanation of selinux, algorithm, optimization, including their application and importance in OS.","A comprehensive explanation of selinux, algorithm, optimi",0.6
"An advanced understanding of apparmor, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of apparmor, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.",1.0
"An advanced understanding of apparmor, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","apparmor, algorithm, optimization, efficiency, implementation",0.8
"An advanced understanding of apparmor, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of apparmor, algorithm, optimization, includ",0.6
"An advanced understanding of capability-based security, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of capability-based security, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.",1.0
"An advanced understanding of capability-based security, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","capability-based security, algorithm, optimization, efficiency, implementation",0.8
"An advanced understanding of capability-based security, algorithm, optimization, including implementation details, trade-offs, and real-world use cases in OS.","An advanced understanding of capability-based security, algorithm, optimization",0.6
